"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"dezembro 2003";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2003";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"113,6"
"janeiro 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"115,6"
"fevereiro 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"março 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"130,6"
"março 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"março 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"abril 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"112,8"
"abril 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"abril 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"maio 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"130,4"
"maio 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"maio 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"junho 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"130,9"
"junho 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"junho 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"julho 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"144,4"
"julho 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"julho 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"156,6"
"agosto 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"157,9"
"setembro 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"182,8"
"outubro 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"175,5"
"novembro 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2004";"Ceará";"3.13 Fabricação de produtos têxteis";"124,1"
"dezembro 2004";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2004";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"127,1"
"janeiro 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
