"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"maio 2012";"Ceará";"2 Indústrias extrativas";"-"
"maio 2012";"Pernambuco";"2 Indústrias extrativas";"-"
"maio 2012";"Bahia";"2 Indústrias extrativas";"104,1"
"junho 2012";"Ceará";"2 Indústrias extrativas";"-"
"junho 2012";"Pernambuco";"2 Indústrias extrativas";"-"
"junho 2012";"Bahia";"2 Indústrias extrativas";"98,9"
"julho 2012";"Ceará";"2 Indústrias extrativas";"-"
"julho 2012";"Pernambuco";"2 Indústrias extrativas";"-"
"julho 2012";"Bahia";"2 Indústrias extrativas";"100,8"
"agosto 2012";"Ceará";"2 Indústrias extrativas";"-"
"agosto 2012";"Pernambuco";"2 Indústrias extrativas";"-"
"agosto 2012";"Bahia";"2 Indústrias extrativas";"106,2"
"setembro 2012";"Ceará";"2 Indústrias extrativas";"-"
"setembro 2012";"Pernambuco";"2 Indústrias extrativas";"-"
"setembro 2012";"Bahia";"2 Indústrias extrativas";"101,3"
"outubro 2012";"Ceará";"2 Indústrias extrativas";"-"
"outubro 2012";"Pernambuco";"2 Indústrias extrativas";"-"
"outubro 2012";"Bahia";"2 Indústrias extrativas";"103,5"
"novembro 2012";"Ceará";"2 Indústrias extrativas";"-"
"novembro 2012";"Pernambuco";"2 Indústrias extrativas";"-"
"novembro 2012";"Bahia";"2 Indústrias extrativas";"99,7"
"dezembro 2012";"Ceará";"2 Indústrias extrativas";"-"
"dezembro 2012";"Pernambuco";"2 Indústrias extrativas";"-"
"dezembro 2012";"Bahia";"2 Indústrias extrativas";"104,0"
"janeiro 2013";"Ceará";"2 Indústrias extrativas";"-"
"janeiro 2013";"Pernambuco";"2 Indústrias extrativas";"-"
"janeiro 2013";"Bahia";"2 Indústrias extrativas";"94,8"
"fevereiro 2013";"Ceará";"2 Indústrias extrativas";"-"
"fevereiro 2013";"Pernambuco";"2 Indústrias extrativas";"-"
"fevereiro 2013";"Bahia";"2 Indústrias extrativas";"88,8"
"março 2013";"Ceará";"2 Indústrias extrativas";"-"
"março 2013";"Pernambuco";"2 Indústrias extrativas";"-"
"março 2013";"Bahia";"2 Indústrias extrativas";"99,9"
"abril 2013";"Ceará";"2 Indústrias extrativas";"-"
"abril 2013";"Pernambuco";"2 Indústrias extrativas";"-"
"abril 2013";"Bahia";"2 Indústrias extrativas";"93,6"
"maio 2013";"Ceará";"2 Indústrias extrativas";"-"
"maio 2013";"Pernambuco";"2 Indústrias extrativas";"-"
"maio 2013";"Bahia";"2 Indústrias extrativas";"95,3"
"junho 2013";"Ceará";"2 Indústrias extrativas";"-"
"junho 2013";"Pernambuco";"2 Indústrias extrativas";"-"
"junho 2013";"Bahia";"2 Indústrias extrativas";"98,1"
"julho 2013";"Ceará";"2 Indústrias extrativas";"-"
"julho 2013";"Pernambuco";"2 Indústrias extrativas";"-"
"julho 2013";"Bahia";"2 Indústrias extrativas";"102,1"
"agosto 2013";"Ceará";"2 Indústrias extrativas";"-"
"agosto 2013";"Pernambuco";"2 Indústrias extrativas";"-"
"agosto 2013";"Bahia";"2 Indústrias extrativas";"104,5"
