"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"dezembro 2003";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"96,7"
"dezembro 2003";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"96,6"
"dezembro 2003";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"janeiro 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"96,8"
"janeiro 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"88,0"
"janeiro 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"fevereiro 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"98,0"
"fevereiro 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"86,0"
"fevereiro 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"março 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"105,7"
"março 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"93,4"
"março 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"abril 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"82,9"
"abril 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"70,3"
"abril 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"maio 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"79,8"
"maio 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"67,1"
"maio 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"junho 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"82,5"
"junho 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"72,5"
"junho 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"julho 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"97,5"
"julho 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"89,8"
"julho 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"agosto 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"113,2"
"agosto 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"71,6"
"agosto 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"setembro 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"148,2"
"setembro 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"81,1"
"setembro 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"outubro 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"144,7"
"outubro 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"86,2"
"outubro 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"novembro 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"147,8"
"novembro 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"85,2"
"novembro 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"dezembro 2004";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"117,5"
"dezembro 2004";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"99,8"
"dezembro 2004";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"janeiro 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"96,3"
"janeiro 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"74,3"
"janeiro 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"fevereiro 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"85,7"
"fevereiro 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"74,9"
"fevereiro 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"março 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"104,1"
"março 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"66,7"
"março 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"abril 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"90,8"
"abril 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"67,9"
"abril 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"maio 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"82,0"
"maio 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"72,5"
"maio 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"junho 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"84,5"
"junho 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"86,9"
"junho 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"julho 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"96,5"
"julho 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"85,6"
"julho 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"agosto 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"120,7"
"agosto 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"92,8"
"agosto 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"setembro 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"112,0"
"setembro 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"64,1"
"setembro 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"outubro 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"115,0"
"outubro 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"64,5"
"outubro 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"novembro 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"116,1"
"novembro 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"81,8"
"novembro 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"dezembro 2005";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"101,3"
"dezembro 2005";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"64,5"
"dezembro 2005";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"janeiro 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"110,3"
"janeiro 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"72,4"
"janeiro 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"fevereiro 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"93,0"
"fevereiro 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"72,7"
"fevereiro 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"março 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"101,1"
"março 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"79,9"
"março 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"abril 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"84,6"
"abril 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"82,7"
"abril 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"maio 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"82,4"
"maio 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"91,5"
"maio 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"junho 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"68,6"
"junho 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"82,6"
"junho 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"julho 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"85,8"
"julho 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"69,2"
"julho 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"agosto 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"114,0"
"agosto 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"55,3"
"agosto 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"setembro 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"134,4"
"setembro 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"67,0"
"setembro 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"outubro 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"130,3"
"outubro 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"92,5"
"outubro 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"novembro 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"144,8"
"novembro 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"83,2"
"novembro 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"dezembro 2006";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"104,7"
"dezembro 2006";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"84,5"
"dezembro 2006";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"janeiro 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"90,4"
"janeiro 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"75,9"
"janeiro 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"fevereiro 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"97,2"
"fevereiro 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"55,5"
"fevereiro 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"março 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"104,8"
"março 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"72,4"
"março 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"abril 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"88,8"
"abril 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"66,2"
