"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"abril 2006";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2006";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2006";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2006";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2006";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2006";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2006";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2006";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2006";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2006";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2006";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2006";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2006";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2006";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2006";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2006";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2006";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2006";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2006";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"novembro 2006";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"novembro 2006";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"novembro 2006";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"dezembro 2006";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"dezembro 2006";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"dezembro 2006";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"janeiro 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"janeiro 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"janeiro 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"fevereiro 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"fevereiro 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"fevereiro 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"março 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"março 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"março 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"abril 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"abril 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"abril 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"novembro 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"novembro 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"novembro 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"dezembro 2007";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"dezembro 2007";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"dezembro 2007";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"janeiro 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"janeiro 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"janeiro 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"fevereiro 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"fevereiro 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"fevereiro 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"março 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"março 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"março 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"abril 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"abril 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"abril 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"novembro 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"novembro 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"novembro 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"dezembro 2008";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"dezembro 2008";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"dezembro 2008";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"janeiro 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"janeiro 2009";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"janeiro 2009";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"fevereiro 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"fevereiro 2009";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"fevereiro 2009";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"março 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"março 2009";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"março 2009";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"abril 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"abril 2009";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"abril 2009";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2009";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"maio 2009";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2009";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"junho 2009";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2009";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"julho 2009";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2009";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"agosto 2009";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2009";"Pernambuco";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"setembro 2009";"Bahia";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
"outubro 2009";"Ceará";"3.22 Fabricação de produtos de borracha e de material plástico";"-"
