"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"junho 2004";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"julho 2004";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"107,9"
"julho 2004";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"94,5"
"julho 2004";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"agosto 2004";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"108,3"
"agosto 2004";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"80,5"
"agosto 2004";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"setembro 2004";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"118,7"
"setembro 2004";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"89,5"
"setembro 2004";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"outubro 2004";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"154,8"
"outubro 2004";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"93,4"
"outubro 2004";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"novembro 2004";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"126,4"
"novembro 2004";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"96,6"
"novembro 2004";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"dezembro 2004";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"132,4"
"dezembro 2004";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"85,1"
"dezembro 2004";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"janeiro 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"109,1"
"janeiro 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"89,1"
"janeiro 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"fevereiro 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"118,3"
"fevereiro 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"67,6"
"fevereiro 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"março 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"114,5"
"março 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"79,0"
"março 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"abril 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"87,0"
"abril 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"28,1"
"abril 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
