"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"junho 2005";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"114,3"
"julho 2005";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"julho 2005";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"julho 2005";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"125,6"
"agosto 2005";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"agosto 2005";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"agosto 2005";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"134,9"
"setembro 2005";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"setembro 2005";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"setembro 2005";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"125,0"
"outubro 2005";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"outubro 2005";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"outubro 2005";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"141,3"
"novembro 2005";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"novembro 2005";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"novembro 2005";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"132,9"
"dezembro 2005";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"dezembro 2005";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"dezembro 2005";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"132,6"
"janeiro 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"janeiro 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"janeiro 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"135,6"
"fevereiro 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"fevereiro 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"fevereiro 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"107,3"
"março 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"março 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"março 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"113,5"
"abril 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"abril 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"abril 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"104,8"
"maio 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"maio 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"maio 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"128,2"
"junho 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"junho 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"junho 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"117,7"
"julho 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"julho 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"julho 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"126,1"
"agosto 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"agosto 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"agosto 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"133,9"
"setembro 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"setembro 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"setembro 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"124,0"
"outubro 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"outubro 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"outubro 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"120,5"
"novembro 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"novembro 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"novembro 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"125,7"
"dezembro 2006";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"dezembro 2006";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"dezembro 2006";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"121,3"
"janeiro 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"janeiro 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"janeiro 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"113,7"
"fevereiro 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"fevereiro 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"fevereiro 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"46,3"
"março 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
