"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"maio 2005";"Bahia";"3.10 Fabricação de produtos alimentícios";"104,0"
"junho 2005";"Ceará";"3.10 Fabricação de produtos alimentícios";"95,7"
"junho 2005";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"53,7"
"junho 2005";"Bahia";"3.10 Fabricação de produtos alimentícios";"102,3"
"julho 2005";"Ceará";"3.10 Fabricação de produtos alimentícios";"89,6"
"julho 2005";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"62,6"
"julho 2005";"Bahia";"3.10 Fabricação de produtos alimentícios";"100,3"
"agosto 2005";"Ceará";"3.10 Fabricação de produtos alimentícios";"81,2"
"agosto 2005";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"63,1"
"agosto 2005";"Bahia";"3.10 Fabricação de produtos alimentícios";"105,1"
"setembro 2005";"Ceará";"3.10 Fabricação de produtos alimentícios";"80,4"
"setembro 2005";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"94,8"
"setembro 2005";"Bahia";"3.10 Fabricação de produtos alimentícios";"97,1"
"outubro 2005";"Ceará";"3.10 Fabricação de produtos alimentícios";"80,7"
"outubro 2005";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"120,8"
"outubro 2005";"Bahia";"3.10 Fabricação de produtos alimentícios";"93,4"
"novembro 2005";"Ceará";"3.10 Fabricação de produtos alimentícios";"89,7"
"novembro 2005";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"160,2"
"novembro 2005";"Bahia";"3.10 Fabricação de produtos alimentícios";"104,1"
"dezembro 2005";"Ceará";"3.10 Fabricação de produtos alimentícios";"98,7"
"dezembro 2005";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"152,6"
"dezembro 2005";"Bahia";"3.10 Fabricação de produtos alimentícios";"102,7"
"janeiro 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"91,0"
"janeiro 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"128,7"
"janeiro 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"75,7"
"fevereiro 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"84,1"
"fevereiro 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"74,2"
"fevereiro 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"52,4"
"março 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"100,4"
"março 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"61,5"
"março 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"69,3"
"abril 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"78,7"
"abril 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"56,2"
"abril 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"95,8"
"maio 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"92,6"
"maio 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"53,3"
"maio 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"83,4"
"junho 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"89,6"
"junho 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"60,5"
"junho 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"98,8"
"julho 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"99,6"
"julho 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"59,4"
"julho 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"103,7"
"agosto 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"97,6"
"agosto 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"66,6"
"agosto 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"97,8"
"setembro 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"90,5"
"setembro 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"106,6"
"setembro 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"90,7"
"outubro 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"102,8"
"outubro 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"158,8"
"outubro 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"100,3"
"novembro 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"98,8"
"novembro 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"164,2"
"novembro 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"99,2"
"dezembro 2006";"Ceará";"3.10 Fabricação de produtos alimentícios";"93,7"
"dezembro 2006";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"157,9"
"dezembro 2006";"Bahia";"3.10 Fabricação de produtos alimentícios";"104,0"
"janeiro 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"100,0"
"janeiro 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"141,4"
"janeiro 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"95,5"
"fevereiro 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"86,3"
"fevereiro 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"84,7"
"fevereiro 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"76,0"
"março 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"108,9"
"março 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"75,3"
"março 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"80,2"
"abril 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"91,6"
"abril 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"61,2"
"abril 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"101,3"
"maio 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"111,0"
"maio 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"65,5"
"maio 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"104,2"
"junho 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"98,5"
"junho 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"63,7"
"junho 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"104,1"
"julho 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"104,2"
"julho 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"58,4"
"julho 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"109,2"
"agosto 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"99,5"
"agosto 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"71,5"
"agosto 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"110,8"
"setembro 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"97,9"
"setembro 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"104,1"
"setembro 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"100,7"
"outubro 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"114,5"
"outubro 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"163,4"
"outubro 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"103,9"
"novembro 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"105,5"
"novembro 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"164,1"
"novembro 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"82,1"
"dezembro 2007";"Ceará";"3.10 Fabricação de produtos alimentícios";"90,1"
"dezembro 2007";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"176,4"
"dezembro 2007";"Bahia";"3.10 Fabricação de produtos alimentícios";"71,6"
"janeiro 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"116,5"
"janeiro 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"156,6"
"janeiro 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"79,1"
"fevereiro 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"111,8"
"fevereiro 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"134,2"
"fevereiro 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"72,4"
"março 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"115,9"
"março 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"92,2"
"março 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"67,9"
"abril 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"121,5"
"abril 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"64,9"
"abril 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"98,5"
"maio 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"112,3"
"maio 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"58,4"
"maio 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"101,0"
"junho 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"128,2"
"junho 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"61,2"
