"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"outubro 2004";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2004";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2004";"Bahia";"3.20C Fabricação de outros produtos químicos";"111,4"
"novembro 2004";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2004";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2004";"Bahia";"3.20C Fabricação de outros produtos químicos";"109,4"
"dezembro 2004";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2004";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2004";"Bahia";"3.20C Fabricação de outros produtos químicos";"104,6"
"janeiro 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"100,1"
"fevereiro 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"94,4"
"março 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"março 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"março 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"103,6"
"abril 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"108,4"
"maio 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"116,7"
"junho 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"104,1"
"julho 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"111,9"
"agosto 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"109,9"
"setembro 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"99,3"
"outubro 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"102,4"
"novembro 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"99,3"
"dezembro 2005";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2005";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2005";"Bahia";"3.20C Fabricação de outros produtos químicos";"110,4"
