"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"setembro 2005";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"61,1"
"outubro 2005";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"87,4"
"outubro 2005";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"84,1"
"outubro 2005";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"64,3"
"novembro 2005";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"84,6"
"novembro 2005";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"76,6"
"novembro 2005";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"63,3"
"dezembro 2005";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"92,2"
"dezembro 2005";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"77,0"
"dezembro 2005";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"64,7"
"janeiro 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"69,5"
"janeiro 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"82,8"
"janeiro 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"61,4"
"fevereiro 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"57,0"
"fevereiro 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"76,0"
"fevereiro 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"57,3"
"março 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"76,6"
"março 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"81,8"
"março 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"67,1"
"abril 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"58,2"
"abril 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"72,4"
"abril 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"53,8"
"maio 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"73,0"
"maio 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"71,7"
"maio 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"59,0"
"junho 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"77,1"
"junho 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"67,2"
"junho 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"55,9"
"julho 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"85,8"
"julho 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"64,6"
"julho 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"59,2"
"agosto 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"95,3"
"agosto 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"68,9"
"agosto 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"66,3"
"setembro 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"93,1"
"setembro 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"72,9"
"setembro 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"60,5"
"outubro 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"95,3"
"outubro 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"72,7"
"outubro 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"64,3"
"novembro 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"98,0"
"novembro 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"80,9"
"novembro 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"59,1"
"dezembro 2006";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"96,8"
"dezembro 2006";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"70,1"
"dezembro 2006";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"59,7"
"janeiro 2007";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"87,5"
"janeiro 2007";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"76,6"
