"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"março 2005";"Bahia";"1 Indústria geral";"90,7"
"abril 2005";"Ceará";"1 Indústria geral";"99,2"
"abril 2005";"Pernambuco";"1 Indústria geral";"66,2"
"abril 2005";"Bahia";"1 Indústria geral";"90,6"
"maio 2005";"Ceará";"1 Indústria geral";"99,7"
"maio 2005";"Pernambuco";"1 Indústria geral";"68,7"
"maio 2005";"Bahia";"1 Indústria geral";"90,3"
"junho 2005";"Ceará";"1 Indústria geral";"95,5"
"junho 2005";"Pernambuco";"1 Indústria geral";"66,9"
"junho 2005";"Bahia";"1 Indústria geral";"92,0"
"julho 2005";"Ceará";"1 Indústria geral";"101,1"
"julho 2005";"Pernambuco";"1 Indústria geral";"71,8"
"julho 2005";"Bahia";"1 Indústria geral";"96,7"
"agosto 2005";"Ceará";"1 Indústria geral";"106,2"
"agosto 2005";"Pernambuco";"1 Indústria geral";"77,6"
"agosto 2005";"Bahia";"1 Indústria geral";"98,1"
"setembro 2005";"Ceará";"1 Indústria geral";"103,3"
"setembro 2005";"Pernambuco";"1 Indústria geral";"85,0"
"setembro 2005";"Bahia";"1 Indústria geral";"94,1"
"outubro 2005";"Ceará";"1 Indústria geral";"107,5"
"outubro 2005";"Pernambuco";"1 Indústria geral";"97,3"
"outubro 2005";"Bahia";"1 Indústria geral";"95,5"
"novembro 2005";"Ceará";"1 Indústria geral";"115,3"
"novembro 2005";"Pernambuco";"1 Indústria geral";"107,9"
"novembro 2005";"Bahia";"1 Indústria geral";"92,7"
"dezembro 2005";"Ceará";"1 Indústria geral";"99,1"
"dezembro 2005";"Pernambuco";"1 Indústria geral";"105,7"
"dezembro 2005";"Bahia";"1 Indústria geral";"99,3"
"janeiro 2006";"Ceará";"1 Indústria geral";"108,3"
"janeiro 2006";"Pernambuco";"1 Indústria geral";"95,1"
"janeiro 2006";"Bahia";"1 Indústria geral";"95,3"
"fevereiro 2006";"Ceará";"1 Indústria geral";"96,6"
"fevereiro 2006";"Pernambuco";"1 Indústria geral";"76,0"
"fevereiro 2006";"Bahia";"1 Indústria geral";"87,7"
"março 2006";"Ceará";"1 Indústria geral";"109,2"
"março 2006";"Pernambuco";"1 Indústria geral";"79,2"
"março 2006";"Bahia";"1 Indústria geral";"96,5"
"abril 2006";"Ceará";"1 Indústria geral";"99,4"
"abril 2006";"Pernambuco";"1 Indústria geral";"71,7"
"abril 2006";"Bahia";"1 Indústria geral";"95,8"
"maio 2006";"Ceará";"1 Indústria geral";"104,8"
"maio 2006";"Pernambuco";"1 Indústria geral";"70,6"
"maio 2006";"Bahia";"1 Indústria geral";"97,9"
"junho 2006";"Ceará";"1 Indústria geral";"102,7"
"junho 2006";"Pernambuco";"1 Indústria geral";"71,8"
"junho 2006";"Bahia";"1 Indústria geral";"93,1"
"julho 2006";"Ceará";"1 Indústria geral";"114,4"
"julho 2006";"Pernambuco";"1 Indústria geral";"75,4"
"julho 2006";"Bahia";"1 Indústria geral";"95,0"
"agosto 2006";"Ceará";"1 Indústria geral";"113,7"
"agosto 2006";"Pernambuco";"1 Indústria geral";"78,8"
"agosto 2006";"Bahia";"1 Indústria geral";"98,6"
"setembro 2006";"Ceará";"1 Indústria geral";"112,8"
"setembro 2006";"Pernambuco";"1 Indústria geral";"89,9"
"setembro 2006";"Bahia";"1 Indústria geral";"97,2"
"outubro 2006";"Ceará";"1 Indústria geral";"118,7"
"outubro 2006";"Pernambuco";"1 Indústria geral";"107,9"
"outubro 2006";"Bahia";"1 Indústria geral";"99,9"
"novembro 2006";"Ceará";"1 Indústria geral";"120,9"
"novembro 2006";"Pernambuco";"1 Indústria geral";"110,4"
"novembro 2006";"Bahia";"1 Indústria geral";"97,4"
"dezembro 2006";"Ceará";"1 Indústria geral";"104,4"
"dezembro 2006";"Pernambuco";"1 Indústria geral";"107,0"
"dezembro 2006";"Bahia";"1 Indústria geral";"91,6"
"janeiro 2007";"Ceará";"1 Indústria geral";"103,3"
"janeiro 2007";"Pernambuco";"1 Indústria geral";"97,9"
"janeiro 2007";"Bahia";"1 Indústria geral";"100,4"
"fevereiro 2007";"Ceará";"1 Indústria geral";"97,9"
"fevereiro 2007";"Pernambuco";"1 Indústria geral";"80,6"
"fevereiro 2007";"Bahia";"1 Indústria geral";"87,0"
"março 2007";"Ceará";"1 Indústria geral";"106,9"
"março 2007";"Pernambuco";"1 Indústria geral";"83,0"
"março 2007";"Bahia";"1 Indústria geral";"95,9"
"abril 2007";"Ceará";"1 Indústria geral";"100,1"
"abril 2007";"Pernambuco";"1 Indústria geral";"75,5"
"abril 2007";"Bahia";"1 Indústria geral";"88,0"
"maio 2007";"Ceará";"1 Indústria geral";"111,2"
"maio 2007";"Pernambuco";"1 Indústria geral";"77,5"
"maio 2007";"Bahia";"1 Indústria geral";"98,2"
"junho 2007";"Ceará";"1 Indústria geral";"105,1"
"junho 2007";"Pernambuco";"1 Indústria geral";"75,5"
"junho 2007";"Bahia";"1 Indústria geral";"95,7"
"julho 2007";"Ceará";"1 Indústria geral";"109,2"
"julho 2007";"Pernambuco";"1 Indústria geral";"77,0"
"julho 2007";"Bahia";"1 Indústria geral";"102,5"
"agosto 2007";"Ceará";"1 Indústria geral";"112,7"
"agosto 2007";"Pernambuco";"1 Indústria geral";"81,1"
"agosto 2007";"Bahia";"1 Indústria geral";"99,4"
"setembro 2007";"Ceará";"1 Indústria geral";"114,0"
"setembro 2007";"Pernambuco";"1 Indústria geral";"88,9"
"setembro 2007";"Bahia";"1 Indústria geral";"95,1"
"outubro 2007";"Ceará";"1 Indústria geral";"125,9"
"outubro 2007";"Pernambuco";"1 Indústria geral";"109,3"
"outubro 2007";"Bahia";"1 Indústria geral";"103,4"
"novembro 2007";"Ceará";"1 Indústria geral";"123,4"
"novembro 2007";"Pernambuco";"1 Indústria geral";"113,7"
"novembro 2007";"Bahia";"1 Indústria geral";"99,7"
"dezembro 2007";"Ceará";"1 Indústria geral";"107,6"
"dezembro 2007";"Pernambuco";"1 Indústria geral";"114,1"
"dezembro 2007";"Bahia";"1 Indústria geral";"99,5"
"janeiro 2008";"Ceará";"1 Indústria geral";"98,9"
"janeiro 2008";"Pernambuco";"1 Indústria geral";"110,9"
"janeiro 2008";"Bahia";"1 Indústria geral";"100,6"
"fevereiro 2008";"Ceará";"1 Indústria geral";"103,9"
"fevereiro 2008";"Pernambuco";"1 Indústria geral";"98,5"
"fevereiro 2008";"Bahia";"1 Indústria geral";"97,2"
"março 2008";"Ceará";"1 Indústria geral";"114,2"
"março 2008";"Pernambuco";"1 Indústria geral";"92,1"
"março 2008";"Bahia";"1 Indústria geral";"95,5"
"abril 2008";"Ceará";"1 Indústria geral";"106,4"
"abril 2008";"Pernambuco";"1 Indústria geral";"79,7"
"abril 2008";"Bahia";"1 Indústria geral";"99,3"
"maio 2008";"Ceará";"1 Indústria geral";"103,3"
"maio 2008";"Pernambuco";"1 Indústria geral";"76,2"
"maio 2008";"Bahia";"1 Indústria geral";"103,0"
"junho 2008";"Ceará";"1 Indústria geral";"108,2"
"junho 2008";"Pernambuco";"1 Indústria geral";"77,6"
"junho 2008";"Bahia";"1 Indústria geral";"94,4"
"julho 2008";"Ceará";"1 Indústria geral";"114,8"
"julho 2008";"Pernambuco";"1 Indústria geral";"78,8"
"julho 2008";"Bahia";"1 Indústria geral";"102,0"
"agosto 2008";"Ceará";"1 Indústria geral";"119,2"
"agosto 2008";"Pernambuco";"1 Indústria geral";"84,2"
"agosto 2008";"Bahia";"1 Indústria geral";"105,6"
"setembro 2008";"Ceará";"1 Indústria geral";"117,5"
"setembro 2008";"Pernambuco";"1 Indústria geral";"98,9"
"setembro 2008";"Bahia";"1 Indústria geral";"104,7"
"outubro 2008";"Ceará";"1 Indústria geral";"128,1"
"outubro 2008";"Pernambuco";"1 Indústria geral";"112,7"
"outubro 2008";"Bahia";"1 Indústria geral";"103,1"
"novembro 2008";"Ceará";"1 Indústria geral";"118,3"
"novembro 2008";"Pernambuco";"1 Indústria geral";"111,9"
"novembro 2008";"Bahia";"1 Indústria geral";"97,2"
"dezembro 2008";"Ceará";"1 Indústria geral";"100,2"
"dezembro 2008";"Pernambuco";"1 Indústria geral";"107,6"
"dezembro 2008";"Bahia";"1 Indústria geral";"85,6"
"janeiro 2009";"Ceará";"1 Indústria geral";"96,0"
"janeiro 2009";"Pernambuco";"1 Indústria geral";"104,2"
"janeiro 2009";"Bahia";"1 Indústria geral";"82,8"
"fevereiro 2009";"Ceará";"1 Indústria geral";"93,5"
"fevereiro 2009";"Pernambuco";"1 Indústria geral";"80,8"
"fevereiro 2009";"Bahia";"1 Indústria geral";"87,6"
"março 2009";"Ceará";"1 Indústria geral";"107,0"
"março 2009";"Pernambuco";"1 Indústria geral";"85,3"
"março 2009";"Bahia";"1 Indústria geral";"92,8"
"abril 2009";"Ceará";"1 Indústria geral";"102,9"
"abril 2009";"Pernambuco";"1 Indústria geral";"73,7"
"abril 2009";"Bahia";"1 Indústria geral";"75,6"
"maio 2009";"Ceará";"1 Indústria geral";"96,9"
"maio 2009";"Pernambuco";"1 Indústria geral";"72,1"
"maio 2009";"Bahia";"1 Indústria geral";"87,6"
"junho 2009";"Ceará";"1 Indústria geral";"97,4"
"junho 2009";"Pernambuco";"1 Indústria geral";"72,7"
"junho 2009";"Bahia";"1 Indústria geral";"95,6"
"julho 2009";"Ceará";"1 Indústria geral";"107,3"
"julho 2009";"Pernambuco";"1 Indústria geral";"76,1"
"julho 2009";"Bahia";"1 Indústria geral";"90,5"
"agosto 2009";"Ceará";"1 Indústria geral";"107,2"
"agosto 2009";"Pernambuco";"1 Indústria geral";"84,7"
"agosto 2009";"Bahia";"1 Indústria geral";"99,7"
"setembro 2009";"Ceará";"1 Indústria geral";"112,2"
"setembro 2009";"Pernambuco";"1 Indústria geral";"99,0"
